speciescode;speciesname;keywintering;distribution_surface_area;population_minimum_size;population_maximum_size;red_list_cat;conclusion_status_label;red_list_cat_prev;conclusion_status_label_prev;taxFamily_en;country;nationally_hunted;Risk_Country
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Croatia;Yes;High
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Slovakia;Yes;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;United Kingdom;Yes;Alarming
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Hungary;No;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Hungary;No;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Romania;Yes;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Cyprus;Yes;Few
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Czech Republic;Yes;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Germany;Yes;High
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Denmark;Yes;Alarming
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Estonia;Yes;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Spain;Yes;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Slovenia;No;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Slovenia;No;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Austria;Yes;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Belgium;No;Alarming
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Belgium;No;Alarming
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Bulgaria;Yes;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Netherlands;No;High
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Netherlands;No;High
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Portugal;Yes;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Sweden;Yes;Alarming
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Poland;Yes;High
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Portugal;No;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Ireland;Yes;High
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Italy;Yes;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Lithuania;Yes;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Luxembourg;No;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Luxembourg;No;Considerable
A061;Aythya fuligula;N;1260000;166000.0;288000.0;VU;Threatened;LC;Secure;Ducks, geese and swans;Latvia;Yes;High
A062;Aythya marila;N;88800;1000.0;1500.0;EN;Threatened;VU;Threatened;Ducks, geese and swans;Greece;No;Considerable
A062;Aythya marila;N;88800;1000.0;1500.0;EN;Threatened;VU;Threatened;Ducks, geese and swans;France;Yes;High
A062;Aythya marila;N;88800;1000.0;1500.0;EN;Threatened;VU;Threatened;Ducks, geese and swans;Ireland;Yes;High
A062;Aythya marila;N;88800;1000.0;1500.0;EN;Threatened;VU;Threatened;Ducks, geese and swans;Latvia;Yes;High
A062;Aythya marila;N;88800;1000.0;1500.0;EN;Threatened;VU;Threatened;Ducks, geese and swans;Netherlands;No;High
A062;Aythya marila;N;88800;1000.0;1500.0;EN;Threatened;VU;Threatened;Ducks, geese and swans;Belgium;No;Alarming
A062;Aythya marila;N;88800;1000.0;1500.0;EN;Threatened;VU;Threatened;Ducks, geese and swans;Germany;Yes;High
A062;Aythya marila;N;88800;1000.0;1500.0;EN;Threatened;VU;Threatened;Ducks, geese and swans;Denmark;Yes;Alarming
A062;Aythya marila;N;88800;1000.0;1500.0;EN;Threatened;VU;Threatened;Ducks, geese and swans;United Kingdom;No;Alarming
A062;Aythya marila;N;88800;1000.0;1500.0;EN;Threatened;VU;Threatened;Ducks, geese and swans;United Kingdom;No;Alarming
A062;Aythya marila;N;88800;1000.0;1500.0;EN;Threatened;VU;Threatened;Ducks, geese and swans;Romania;Yes;Considerable
A063;Somateria mollissima;N;169000;176000.0;296000.0;VU;Threatened;EN;Threatened;Ducks, geese and swans;Finland;Yes;High
A063;Somateria mollissima;N;169000;176000.0;296000.0;VU;Threatened;EN;Threatened;Ducks, geese and swans;France;No;High
A063;Somateria mollissima;N;169000;176000.0;296000.0;VU;Threatened;EN;Threatened;Ducks, geese and swans;Ireland;No;High
A063;Somateria mollissima;N;169000;176000.0;296000.0;VU;Threatened;EN;Threatened;Ducks, geese and swans;Ireland;No;High
A063;Somateria mollissima;N;169000;176000.0;296000.0;VU;Threatened;EN;Threatened;Ducks, geese and swans;Sweden;Yes;Alarming
A063;Somateria mollissima;N;169000;176000.0;296000.0;VU;Threatened;EN;Threatened;Ducks, geese and swans;Denmark;Yes;Alarming
A063;Somateria mollissima;N;169000;176000.0;296000.0;VU;Threatened;EN;Threatened;Ducks, geese and swans;Estonia;Yes;Considerable
A064;Clangula hyemalis;Y;-1;1160000.0;2130000.0;LC;Depleted;VU;Threatened;Ducks, geese and swans;Finland;Yes;High
A064;Clangula hyemalis;Y;-1;1160000.0;2130000.0;LC;Depleted;VU;Threatened;Ducks, geese and swans;Ireland;No;High
A064;Clangula hyemalis;Y;-1;1160000.0;2130000.0;LC;Depleted;VU;Threatened;Ducks, geese and swans;Latvia;Yes;High
A064;Clangula hyemalis;Y;-1;1160000.0;2130000.0;LC;Depleted;VU;Threatened;Ducks, geese and swans;Sweden;Yes;Alarming
A064;Clangula hyemalis;Y;-1;1160000.0;2130000.0;LC;Depleted;VU;Threatened;Ducks, geese and swans;Denmark;Yes;Alarming
A064;Clangula hyemalis;Y;-1;1160000.0;2130000.0;LC;Depleted;VU;Threatened;Ducks, geese and swans;Estonia;Yes;Considerable
A064;Clangula hyemalis;Y;-1;1160000.0;2130000.0;LC;Depleted;VU;Threatened;Ducks, geese and swans;United Kingdom;No;Alarming
A066;Melanitta fusca;N;196000;11000.0;24000.0;VU;Threatened;VU;Threatened;Ducks, geese and swans;Finland;No;High
A066;Melanitta fusca;N;196000;11000.0;24000.0;VU;Threatened;VU;Threatened;Ducks, geese and swans;Finland;No;High
A066;Melanitta fusca;N;196000;11000.0;24000.0;VU;Threatened;VU;Threatened;Ducks, geese and swans;Finland;No;High
A066;Melanitta fusca;N;196000;11000.0;24000.0;VU;Threatened;VU;Threatened;Ducks, geese and swans;Ireland;No;High
A066;Melanitta fusca;N;196000;11000.0;24000.0;VU;Threatened;VU;Threatened;Ducks, geese and swans;Germany;Yes;High
A066;Melanitta fusca;N;196000;11000.0;24000.0;VU;Threatened;VU;Threatened;Ducks, geese and swans;Denmark;Yes;Alarming
A066;Melanitta fusca;N;196000;11000.0;24000.0;VU;Threatened;VU;Threatened;Ducks, geese and swans;United Kingdom;No;Alarming
A066;Melanitta fusca;N;196000;11000.0;24000.0;VU;Threatened;VU;Threatened;Ducks, geese and swans;Latvia;Yes;High
A066;Melanitta fusca;N;196000;11000.0;24000.0;VU;Threatened;VU;Threatened;Ducks, geese and swans;Sweden;No;Alarming
A066;Melanitta fusca;N;196000;11000.0;24000.0;VU;Threatened;VU;Threatened;Ducks, geese and swans;Sweden;No;Alarming
A067;Bucephala clangula;N;913000;187000.0;241000.0;LC;Secure;LC;Secure;Ducks, geese and swans;Greece;No;Considerable
A067;Bucephala clangula;N;913000;187000.0;241000.0;LC;Secure;LC;Secure;Ducks, geese and swans;Finland;Yes;High
A067;Bucephala clangula;N;913000;187000.0;241000.0;LC;Secure;LC;Secure;Ducks, geese and swans;France;No;High
A067;Bucephala clangula;N;913000;187000.0;241000.0;LC;Secure;LC;Secure;Ducks, geese and swans;Ireland;Yes;High
A067;Bucephala clangula;N;913000;187000.0;241000.0;LC;Secure;LC;Secure;Ducks, geese and swans;Lithuania;Yes;Considerable
A067;Bucephala clangula;N;913000;187000.0;241000.0;LC;Secure;LC;Secure;Ducks, geese and swans;Latvia;Yes;High
A067;Bucephala clangula;N;913000;187000.0;241000.0;LC;Secure;LC;Secure;Ducks, geese and swans;Hungary;No;Considerable
A067;Bucephala clangula;N;913000;187000.0;241000.0;LC;Secure;LC;Secure;Ducks, geese and swans;Romania;Yes;Considerable
A067;Bucephala clangula;N;913000;187000.0;241000.0;LC;Secure;LC;Secure;Ducks, geese and swans;Sweden;Yes;Alarming
A067;Bucephala clangula;N;913000;187000.0;241000.0;LC;Secure;LC;Secure;Ducks, geese and swans;Austria;Yes;Considerable
A067;Bucephala clangula;N;913000;187000.0;241000.0;LC;Secure;LC;Secure;Ducks, geese and swans;Denmark;Yes;Alarming
A067;Bucephala clangula;N;913000;187000.0;241000.0;LC;Secure;LC;Secure;Ducks, geese and swans;Estonia;Yes;Considerable
A067;Bucephala clangula;N;913000;187000.0;241000.0;LC;Secure;LC;Secure;Ducks, geese and swans;United Kingdom;No;Alarming
A067;Bucephala clangula;N;913000;187000.0;241000.0;LC;Secure;LC;Secure;Ducks, geese and swans;United Kingdom;Yes;Alarming
A069;Mergus serrator;N;561000;44600.0;73900.0;NT;Near Threatened;VU;Threatened;Ducks, geese and swans;Finland;Yes;High
A069;Mergus serrator;N;561000;44600.0;73900.0;NT;Near Threatened;VU;Threatened;Ducks, geese and swans;Ireland;No;High
A069;Mergus serrator;N;561000;44600.0;73900.0;NT;Near Threatened;VU;Threatened;Ducks, geese and swans;Ireland;No;High
A069;Mergus serrator;N;561000;44600.0;73900.0;NT;Near Threatened;VU;Threatened;Ducks, geese and swans;Malta;Yes;Few
A069;Mergus serrator;N;561000;44600.0;73900.0;NT;Near Threatened;VU;Threatened;Ducks, geese and swans;Sweden;Yes;Alarming
A069;Mergus serrator;N;561000;44600.0;73900.0;NT;Near Threatened;VU;Threatened;Ducks, geese and swans;Denmark;Yes;Alarming
A070;Mergus merganser;N;893000;62900.0;105000.0;LC;Secure;LC;Secure;Ducks, geese and swans;Finland;Yes;High
A070;Mergus merganser;N;893000;62900.0;105000.0;LC;Secure;LC;Secure;Ducks, geese and swans;Ireland;No;High
A070;Mergus merganser;N;893000;62900.0;105000.0;LC;Secure;LC;Secure;Ducks, geese and swans;Sweden;Yes;Alarming
A070;Mergus merganser;N;893000;62900.0;105000.0;LC;Secure;LC;Secure;Ducks, geese and swans;Denmark;Yes;Alarming
A104;Bonasa bonasia;N;921000;548000.0;927000.0;VU;Threatened;LC;Secure;Pheasants, partridges and grouse;Finland;Yes;High
A104;Bonasa bonasia;N;921000;548000.0;927000.0;VU;Threatened;LC;Secure;Pheasants, partridges and grouse;France;Yes;High
A104;Bonasa bonasia;N;921000;548000.0;927000.0;VU;Threatened;LC;Secure;Pheasants, partridges and grouse;Romania;Yes;Considerable
A104;Bonasa bonasia;N;921000;548000.0;927000.0;VU;Threatened;LC;Secure;Pheasants, partridges and grouse;Slovakia;Yes;Considerable
A104;Bonasa bonasia;N;921000;548000.0;927000.0;VU;Threatened;LC;Secure;Pheasants, partridges and grouse;Austria;Yes;Considerable
A104;Bonasa bonasia;N;921000;548000.0;927000.0;VU;Threatened;LC;Secure;Pheasants, partridges and grouse;Estonia;Yes;Considerable
A104;Bonasa bonasia;N;921000;548000.0;927000.0;VU;Threatened;LC;Secure;Pheasants, partridges and grouse;Latvia;Yes;High
A104;Bonasa bonasia;N;921000;548000.0;927000.0;VU;Threatened;LC;Secure;Pheasants, partridges and grouse;Sweden;Yes;Alarming
A104;Bonasa bonasia;N;921000;548000.0;927000.0;VU;Threatened;LC;Secure;Pheasants, partridges and grouse;Poland;No;High
A110;Alectoris rufa;N;708000;4970000.0;6850000.0;NT;Near Threatened;LC;Declining;Pheasants, partridges and grouse;France;Yes;High
A110;Alectoris rufa;N;708000;4970000.0;6850000.0;NT;Near Threatened;LC;Declining;Pheasants, partridges and grouse;Italy;Yes;Considerable
A110;Alectoris rufa;N;708000;4970000.0;6850000.0;NT;Near Threatened;LC;Declining;Pheasants, partridges and grouse;Portugal;Yes;Considerable
A110;Alectoris rufa;N;708000;4970000.0;6850000.0;NT;Near Threatened;LC;Declining;Pheasants, partridges and grouse;Spain;Yes;Considerable
A111;Alectoris barbara;N;34300;7700.0;20500.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;Italy;Yes;Considerable
A111;Alectoris barbara;N;34300;7700.0;20500.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;Spain;Yes;Considerable
A113;Coturnix coturnix;N;1690000;1130000.0;2490000.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;Greece;Yes;Considerable
A113;Coturnix coturnix;N;1690000;1130000.0;2490000.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;France;Yes;High
A113;Coturnix coturnix;N;1690000;1130000.0;2490000.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;Croatia;Yes;High
A113;Coturnix coturnix;N;1690000;1130000.0;2490000.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;Italy;Yes;Considerable
A113;Coturnix coturnix;N;1690000;1130000.0;2490000.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;Malta;Yes;Few
A113;Coturnix coturnix;N;1690000;1130000.0;2490000.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;Portugal;Yes;Considerable
A113;Coturnix coturnix;N;1690000;1130000.0;2490000.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;Spain;Yes;Considerable
A113;Coturnix coturnix;N;1690000;1130000.0;2490000.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;Romania;Yes;Considerable
A113;Coturnix coturnix;N;1690000;1130000.0;2490000.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;Portugal;Yes;Considerable
A113;Coturnix coturnix;N;1690000;1130000.0;2490000.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;Portugal;No;Considerable
A113;Coturnix coturnix;N;1690000;1130000.0;2490000.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;Austria;Yes;Considerable
A113;Coturnix coturnix;N;1690000;1130000.0;2490000.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;Bulgaria;Yes;Considerable
A113;Coturnix coturnix;N;1690000;1130000.0;2490000.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;Cyprus;Yes;Few
A113;Coturnix coturnix;N;1690000;1130000.0;2490000.0;LC;Unknown;LC;Unknown;Pheasants, partridges and grouse;Spain;Yes;Considerable
A115;Phasianus colchicus;N;-1;50.0;100.0;EN;Threatened;LC;Secure;Pheasants, partridges and grouse;Greece;No;Considerable
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Greece;No;Considerable
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Finland;Yes;High
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;France;Yes;High
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Croatia;Yes;High
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Ireland;No;High
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Italy;Yes;Considerable
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Germany;Yes;High
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Denmark;No;Alarming
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Spain;Yes;Considerable
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;United Kingdom;Yes;Alarming
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Hungary;Yes;Considerable
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Romania;Yes;Considerable
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Slovenia;Yes;Considerable
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Slovakia;Yes;Considerable
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Austria;Yes;Considerable
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Belgium;Yes;Alarming
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Bulgaria;Yes;Considerable
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Czech Republic;Yes;Considerable
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Luxembourg;Yes;Considerable
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Latvia;Yes;High
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Netherlands;No;High
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Portugal;Yes;Considerable
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Sweden;Yes;Alarming
A115-X;Phasianus colchicus;N;1750000;2500000.0;3480000.0;LC;Secure;LC;Secure;Pheasants, partridges and grouse;Poland;Yes;High
A118;Rallus aquaticus;N;901000;84100.0;197000.0;LC;Unknown;LC;Unknown;Rails, gallinules and coots;France;Yes;High
A118;Rallus aquaticus;N;901000;84100.0;197000.0;LC;Unknown;LC;Unknown;Rails, gallinules and coots;Italy;Yes;Considerable
A118;Rallus aquaticus;N;901000;84100.0;197000.0;LC;Unknown;LC;Unknown;Rails, gallinules and coots;Malta;Yes;Few
A123;Gallinula chloropus;N;1870000;672000.0;921000.0;LC;Secure;LC;Secure;Rails, gallinules and coots;Greece;Yes;Considerable
A123;Gallinula chloropus;N;1870000;672000.0;921000.0;LC;Secure;LC;Secure;Rails, gallinules and coots;France;Yes;High
A123;Gallinula chloropus;N;1870000;672000.0;921000.0;LC;Secure;LC;Secure;Rails, gallinules and coots;Italy;Yes;Considerable
A123;Gallinula chloropus;N;1870000;672000.0;921000.0;LC;Secure;LC;Secure;Rails, gallinules and coots;Malta;Yes;Few
A123;Gallinula chloropus;N;1870000;672000.0;921000.0;LC;Secure;LC;Secure;Rails, gallinules and coots;Portugal;Yes;Considerable
A123;Gallinula chloropus;N;1870000;672000.0;921000.0;LC;Secure;LC;Secure;Rails, gallinules and coots;Portugal;No;Considerable
A123;Gallinula chloropus;N;1870000;672000.0;921000.0;LC;Secure;LC;Secure;Rails, gallinules and coots;Portugal;No;Considerable
A123;Gallinula chloropus;N;1870000;672000.0;921000.0;LC;Secure;LC;Secure;Rails, gallinules and coots;Belgium;No;Alarming
A123;Gallinula chloropus;N;1870000;672000.0;921000.0;LC;Secure;LC;Secure;Rails, gallinules and coots;United Kingdom;Yes;Alarming
A123;Gallinula chloropus;N;1870000;672000.0;921000.0;LC;Secure;LC;Secure;Rails, gallinules and coots;Romania;Yes;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Greece;Yes;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Finland;Yes;High
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;France;Yes;High
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Croatia;Yes;High
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Croatia;Yes;High
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Croatia;Yes;High
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;United Kingdom;Yes;Alarming
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;United Kingdom;No;Alarming
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Hungary;Yes;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Hungary;Yes;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Romania;Yes;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Denmark;Yes;Alarming
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Estonia;Yes;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Spain;Yes;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Spain;Yes;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Spain;No;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Slovakia;Yes;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Austria;Yes;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Belgium;Yes;Alarming
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Bulgaria;Yes;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Cyprus;Yes;Few
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Czech Republic;Yes;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Germany;Yes;High
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Sweden;No;Alarming
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Poland;Yes;High
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Portugal;No;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Portugal;No;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Slovenia;No;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Slovenia;No;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Latvia;Yes;High
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Malta;Yes;Few
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Netherlands;No;High
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Netherlands;No;High
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Portugal;Yes;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Sweden;No;Alarming
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Ireland;No;High
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Ireland;No;High
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Italy;Yes;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Lithuania;Yes;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Luxembourg;No;Considerable
A125;Fulica atra;N;1800000;560000.0;844000.0;LC;Depleted;LC;Declining;Rails, gallinules and coots;Luxembourg;No;Considerable
A130;Haematopus ostralegus;N;573000;175000.0;197000.0;VU;Threatened;VU;Threatened;Oystercatchers;France;Yes;High
A130;Haematopus ostralegus;N;573000;175000.0;197000.0;VU;Threatened;VU;Threatened;Oystercatchers;Denmark;No;Alarming
A130;Haematopus ostralegus;N;573000;175000.0;197000.0;VU;Threatened;VU;Threatened;Oystercatchers;Denmark;No;Alarming
A140;Pluvialis apricaria;N;533000;207000.0;338000.0;LC;Secure;LC;Secure;Plovers;Greece;No;Considerable
A140;Pluvialis apricaria;N;533000;207000.0;338000.0;LC;Secure;LC;Secure;Plovers;France;Yes;High
A140;Pluvialis apricaria;N;533000;207000.0;338000.0;LC;Secure;LC;Secure;Plovers;United Kingdom;Yes;Alarming
A140;Pluvialis apricaria;N;533000;207000.0;338000.0;LC;Secure;LC;Secure;Plovers;United Kingdom;No;Alarming
A140;Pluvialis apricaria;N;533000;207000.0;338000.0;LC;Secure;LC;Secure;Plovers;Denmark;No;Alarming
A140;Pluvialis apricaria;N;533000;207000.0;338000.0;LC;Secure;LC;Secure;Plovers;Belgium;No;Alarming
